 ---
book	text	lemmata
185	ā vaḥ vahantu saptayaḥ raghuṣyadaḥ	ā tvad vah sapti raghuṣyad
185	raghupatvānaḥ pra jigāta bāhubhiḥ	raghu patvan pra gā bāhu
185	sīdata ā barhiḥ uru vaḥ sadaḥ kṛtam	sad ā barhis uru tvad sadas kṛ
185	mādayadhvam marutaḥ madhvaḥ andhasaḥ	māday marut madhu andhas
185	te avardhanta svatavasaḥ mahitvanā	tad vṛdh sva tavas mahitvana
185	ā nākam tasthuḥ uru cakrire sadaḥ	nāka sthā uru kṛ sadas
185	viṣṇuḥ yat ha āvat vṛṣaṇam madacyutam	viṣṇu yat dhāv vṛṣan mada cyut
185	vayaḥ na sīdan adhi barhiṣi priye	vi na sad adhi barhis priya
185	śūrāḥ iva it yuyudhayaḥ na jagmayaḥ	śūra iva id yuyudhi na jagmi
185	śravasyavaḥ na pṛtanāsu yetire	śravasyu na pṛtanā yat
185	bhayante viśvā bhuvanā marudbhyaḥ	bhī viśva bhuvana marut
185	rājānaḥ iva tveṣasaṁdṛśaḥ naraḥ	rājan iva tveṣa saṃdṛś nṛ
185	tvaṣTā yat vajram sukṛtam hiraṇyayam	tvaṣṭṛ yat vajra su kṛ hiraṇyaya
185	sahasrabhṛṣTim svapāḥ avartayat	sahasra bhṛṣṭi su apas vartay
185	dhatte indraḥ nari apāṁsi kartave	dhā indra apas kṛ
185	ahan vṛtram niḥ apām aubjat arṇavam	han vṛtra niḥ ap ubj arṇava
185	ūrdhvam nunudre avatam te ojasā	ūrdhva nud avata tad ojas
185	dādṛhāṇam cit bibhiduḥ vi parvatam	dṛh cit bhid vi parvata
185	dhamantaḥ vāṇam marutaḥ sudānavaḥ	dham vāṇa marut sudānu
185	made somasya raṇyāni cakrire	mada soma raṇya kṛ
185	jihmam nunudre avatam tayā diśā	jihma nud avata tad diś
185	asiñcan utsam gotamāya tṛṣṇaje	sic utsa gotama tṛṣṇaj
185	ā gacchanti īm avasā citrabhānavaḥ	ā gam īṃ avas citra bhānu
185	kāmam viprasya tarpayanta dhāmabhiḥ	kāma vipra tarpay dhāman
185	yā vaḥ śarma śaśamānāya santi	yad tvad śarman śam as
185	tridhātūni dāśuṣe yacchata adhi	tri dhātu dāś yam adhi
185	asmabhyam tāni marutaḥ vi yanta	mad tad marut vi yam
185	rayim naḥ dhatta vṛṣaṇaḥ suvīram	rayi mad dhā vṛṣan su vīra
 ---
186	marutaḥ yasya hi kṣaye	marut yad hi kṣaya
186	pāthā divaḥ vimahasaḥ	pā div vimahas
186	sa sugopātamaḥ janaḥ	tad sugopātama jana
186	yajñaiḥ vā yajñavāhasaḥ	yajña vā yajña vāhas
186	viprasya vā matīnām	vipra vā mati
186	marutaḥ śṛṇutā havam	marut śru hava
186	uta vā yasya vājinaḥ	uta vā yad vājin
186	anu vipram atakṣata	anu vipra takṣ
186	sa gantā gomati vraje	tad gam gomat vraja
186	asya vīrasya barhiṣi	idam vīra barhis
186	sutaḥ somaḥ diviṣTiṣu	su soma diviṣṭi
186	uktham madaḥ ca śasyate	uktha mada ca śaṃs
186	asya śroṣantu ā bhuvaḥ	idam śruṣ ā bhū
186	viśvāḥ yaḥ carṣaṇīḥ abhi	viśva yad carṣaṇi abhi
186	sūram cit sasruṣīḥ iṣaḥ	sūra cit sṛ iṣ
186	pūrvībhiḥ hi dadāśima	puru hi dāś
186	śaradbhiḥ marutaḥ vayam	śarad marut mad
186	avobhiḥ carṣaṇīnām	avas carṣaṇi
186	subhagaḥ sa prayajyavaḥ	subhaga tad prayajyu
186	marutaḥ astu martyaḥ	marut as martya
186	yasya prayāṁsi parṣatha	yad prayas pṛ
186	śaśamānasya vā naraḥ	śam vā nṛ
186	svedasya satyaśavasaḥ	sveda satya śavas
186	vidā kāmasya venataḥ	vid kāma ven
186	yūyam tat satyaśavasaḥ	tvad tad satya śavas
186	āviḥ karta mahitvanā	āvis kṛ mahitvana
186	vidhyatā vidyutā rakṣaḥ	vyadh vidyut rakṣas
186	gūhatā guhyam tamaḥ	guh guh tamas
186	vi yāta viśvam atriṇam	vi yā viśva atrin
186	jyotiḥ kartā yat uśmasi	jyotis kṛ yad vaś
 ---
187	pratvakṣasaḥ pratavasaḥ virapśinaḥ	pratvakṣas pratavas virapśin
187	anānatāḥ avithurāḥ ṛjīṣiṇaḥ	an ānam a vithura ṛjīṣin
187	juṣTatamāsaḥ nṛtamāsaḥ añjibhiḥ	juṣṭatama nṛtama añji
187	vi ānajre ke cit usrāḥ iva stṛbhiḥ	vi añj kaścit usra iva star
187	upahvareṣu yat acidhvam yayim	upahvara yat ci yayi
187	vayaḥ iva marutaḥ kena cit pathā	vi iva marut kaścit pathin
187	ścotanti kośāḥ upa vaḥ ratheṣu ā	ścut kośa upa tvad ratha ā
187	ghṛtam ukṣatā madhuvarṇam arcate	ghṛta ukṣ madhu varṇa arc
187	pra eṣām ajmeṣu vithurā iva rejate	pra idam ajma vithura iva rej
187	bhūmiḥ yāmeṣu yat ha yuñjate śubhe	bhūmi yāma yat ha yuj śubh
187	te krīLayaḥ dhunayaḥ bhrājadṛṣTayaḥ	tad krīḍi dhuni bhrāj ṛṣṭi
187	svayam mahitvam panayanta dhūtayaḥ	svayam mahitva panay dhūti
187	sa hi svasṛt pṛṣadaśvaḥ yuvā gaṇaḥ	tad hi svasṛt pṛṣat aśva yuvan gaṇa
187	ayāḥ īśānaḥ taviṣībhiḥ āvṛtaḥ	gaṇa īś taviṣī āvṛ
187	asi satyaḥ ṛṇayāvā anedyaḥ	as satya ṛṇayāvan anedya
187	asyāḥ dhiyaḥ prāvitā athā vṛṣā gaṇaḥ	idam dhī prāvitṛ atha vṛṣan gaṇa
187	pituḥ pratnasya janmanā vadāmasi	pitṛ pratna janman vad
187	somasya jihvā pra jigāti cakṣasā	soma jihvā pra gā cakṣas
187	yat īm indram śami ṛkvāṇaḥ āśata	yat īṃ indra śamī ṛkvan aś
187	āt it nāmāni yajñiyāni dadhire	āt id nāman yajñiya dhā
187	śriyase kam bhānubhiḥ sam mimikṣire	śrī kaṃ bhānu sam mikṣ
187	te raśmibhiḥ te ṛkvabhiḥ sukhādayaḥ	tad raśmi tad ṛkvan su khādi
187	te vāśīmantaḥ iṣmiṇaḥ abhīravaḥ	tad vāśīmat iṣmin abhīru
187	vidre priyasya mārutasya dhāmnaḥ	vid priya māruta dhāman
 ---
188	ā vidyunmadbhiḥ marutaḥ	ā vidyunmat marut
188	svarkaiḥ rathebhiḥ yāta	su arka ratha yā
188	ṛṣTimadbhiḥ aśvaparṇaiḥ	ṛṣṭimat aśva parṇa
188	ā varṣiṣThayā naḥ iṣā	ā varṣiṣṭha mad iṣ
188	vayaḥ na paptatā sumāyāḥ	vi na pat su māyā
188	te aruṇebhiḥ varam ā piśaṅgaiḥ	tad aruṇa vara ā piśaṅga
188	śubhe kam yānti rathatūrbhiḥ aśvaiḥ	śubh kaṃ yā rathatur aśva
188	rukmaḥ na citraḥ svadhitīvān	rukma na citra svadhitīvat
188	pavyā rathasya jaṅghananta bhūma	pavi ratha jaṅghan bhūman
188	śriye kam vaḥ adhi tanūṣu vāśīḥ	śrī kaṃ tvad adhi tanū vāśī
188	medhāḥ vanā na kṛṇavante ūrdhvā	medhā vana na kṛ ūrdhva
188	yuṣmabhyam kam marutaḥ sujātāḥ	tvad kaṃ marut su jan
188	tuvidyumnāsaḥ dhanayante adrim	tuvidyumna dhanay adri
188	ahāni gṛdhrāḥ pari ā vaḥ ā aguḥ	ahar gṛdhra pari ā tvad āgā
188	imām dhiyam vārkāryām ca devīm	idam dhī vārkārya ca devī
188	brahma kṛṇvantaḥ gotamāsaḥ arkaiḥ	brahman kṛ gotama arka
188	ūrdhvam nunudre utsadhim pibadhyai	ūrdhvam nud utsadhi pā
188	etat tyat na yojanam aceti	etad tya na yojana cit
188	sasvar ha yat marutaḥ gotamaḥ vaḥ	sasvar ha yat marut gotama tvad
188	paśyan hiraṇyacakrān	paś hiraṇya cakra
188	ayodaṁṣTrān vidhāvataḥ varāhūn	ayas daṃṣṭra vidhāv varāhu
188	eṣā syā vaḥ marutaḥ anubhartrī	etad tya tvad marut anubhartṛ
188	prati stobhati vāghataḥ na vāṇī	prati stubh vāghant na vāṇī
188	astobhayat vṛthā āsām	stobhay vṛthā idam
188	anu svadhām gabhastyoḥ	anu svadhā gabhasti
 ---
189	ā naḥ bhadrāḥ kratavaḥ yantu viśvataḥ	ā mad bhadra kratu i viśvatas
189	adabdhāsaḥ aparītāsaḥ udbhidaḥ	adabdha aparīta udbhid
189	devāḥ naḥ yathā sadam it vṛdhe asan	deva mad yathā sadam id vṛdh as
189	aprāyuvaḥ rakṣitāraḥ divedive	aprāyu rakṣ diva diva
189	devānām bhadrā sumatiḥ ṛjūyatām	deva bhadra sumati ṛjūy
189	devānām rātiḥ abhi naḥ ni vartatām	deva rāti abhi mad ni vṛt
189	devānām sakhyam upa sedimā vayam	deva sakhya upa sad mad
189	devāḥ naḥ āyuḥ pra tirantu jīvase	deva mad āyus pra tṛ jīv
189	tān pūrvayā nividā hūmahe vayam	tad pūrva nivid hvā mad
189	bhagam mitram aditim dakṣam asridham	bhaga mitra aditi dakṣa asridh
189	aryamaṇam varuṇam somam aśvinā	aryaman varuṇa soma aśvin
189	sarasvatī naḥ subhagā mayaḥ karat	sarasvatī mad subhaga mayas kṛ
189	tat naḥ vātaḥ mayobhu vātu bheṣajam	tad mad vāta mayobhu vā bheṣaja
189	tat mātā pṛthivī tat pitā dyauḥ	tad mātṛ pṛthivī tad pitṛ div
189	tat grāvāṇaḥ somasutaḥ mayobhuvaḥ	tad grāvan soma sut mayobhu
189	tat aśvinā śṛṇutam dhiṣṇyā yuvam	tad aśvin śru dhiṣṇya tvad
189	tam īśānam jagataḥ tasthuṣaḥ patim	tad īś jagat sthā pati
189	dhiyaṁjinvam avase hūmahe vayam	dhiyaṃjinva av hvā mad
189	pūṣā naḥ yathā vedasām asat vṛdhe	pūṣan mad yathā vedas as vṛdh
189	rakṣitā pāyuḥ adabdhaḥ svastaye	rakṣ pāyu adabdha svasti
189	svasti naḥ indraḥ vṛddhaśravāḥ	svasti mad indra vṛdh śravas
189	svasti naḥ pūṣā viśvavedāḥ	svasti mad pūṣan viśva vedas
189	svasti naḥ tārkṣyaḥ ariṣTanemiḥ	svasti mad tārkṣya ariṣṭa nemi
189	svasti naḥ bṛhaspatiḥ dadhātu	svasti mad bṛhaspati dhā
189	pṛṣadaśvāḥ marutaḥ pṛśnimātaraḥ	pṛṣat aśva marut pṛśni mātṛ
189	śubhaṁyāvānaḥ vidatheṣu jagmayaḥ	śubhaṃyāvan vidatha jagmi
189	agnijihvāḥ manavaḥ sūracakṣasaḥ	agni jihvā manu sūra cakṣas
189	viśve naḥ devāḥ avasā ā gaman iha	viśva mad deva avas gam iha
189	bhadram karṇebhiḥ śṛṇuyāma devāḥ	bhadra karṇa śru deva
189	bhadram paśyema akṣabhiḥ yajatrāḥ	bhadra paś akṣa yajatra
189	sthiraiḥ aṅgaiḥ tuṣTuvāṁsaḥ tanūbhiḥ	sthira aṅga stu tanū
189	vi aśema devahitam yat āyuḥ	vi aś deva dhā yad āyus
189	śatam it nu śaradaḥ anti devāḥ	śata id nu śarad anti deva
189	yatrā naḥ cakrā jarasam tanūnām	yatra mad kṛ jaras tanū
189	putrāsaḥ yatra pitaraḥ bhavanti	putra yatra pitṛ bhū
189	mā naḥ madhyā rīriṣata āyuḥ gantoḥ	mā mad madhyā riṣ āyus gantu
189	aditiḥ dyauḥ aditiḥ antarikṣam	aditi div aditi antarikṣa
189	aditiḥ mātā sa pitā sa putraḥ	aditi mātṛ tad pitṛ tad putra
189	viśve devāḥ aditiḥ pañca janāḥ	viśva deva aditi pañcan jana
189	aditiḥ jātam aditiḥ janitvam	aditi jan aditi janitva
 ---
190	ṛjunītī naḥ varuṇaḥ	ṛju nīti mad varuṇa
190	mitraḥ nayatu vidvān	mitra nī vid
190	aryamā devaiḥ sajoṣāḥ	aryaman deva sajoṣas
190	te hi vasvaḥ vasavānāḥ	tad hi vasu vasavāna
190	te apramūrāḥ mahobhiḥ	tad apramūra mahas
190	vratā rakṣante viśvāhā	vrata rakṣ viśvāhā
190	te asmabhyam śarma yaṁsan	tad mad śarman yam
190	amṛtāḥ martyebhyaḥ	amṛta martya
190	bādhamānāḥ apa dviṣaḥ	bādh apa dviṣ
190	vi naḥ pathaḥ suvitāya	vi mad pathin suvita
190	ciyantu indraḥ marutaḥ	ci indra marut
190	pūṣā bhagaḥ vandyāsaḥ	pūṣan bhaga vand
190	uta naḥ dhiyaḥ goagrāḥ	uta mad dhī go agra
190	pūṣan viṣṇo evayāvaḥ	pūṣan viṣṇu eva yāvan
190	kartā naḥ svastimataḥ	kṛ mad svastimat
190	madhu vātāḥ ṛtāyate	madhu vāta ṛtāy
190	madhu kṣaranti sindhavaḥ	madhu kṣar sindhu
190	mādhvīḥ naḥ santu oṣadhīḥ	mādhvī mad as oṣadhī
190	madhu naktam uta uṣasaḥ	madhu nakta uta uṣas
190	madhumat pārthivam rajaḥ	madhumat pārthiva rajas
190	madhu dyauḥ astu naḥ pitā	madhu div as mad pitṛ
190	madhumān naḥ vanaspatiḥ	madhumat mad vanaspati
190	madhumān astu sūryaḥ	madhumat as sūrya
190	mādhvīḥ gāvaḥ bhavantu naḥ	mādhvī go bhū mad
190	śam naḥ mitraḥ śam varuṇaḥ	śam mad mitra śam varuṇa
190	śam naḥ bhavatu aryamā	śam mad bhū aryaman
190	śam naḥ indraḥ bṛhaspatiḥ	śam mad indra bṛhaspati
190	śam naḥ viṣṇuḥ urukramaḥ	śam mad viṣṇu uru krama
 ---
191	tvam soma pra cikitaḥ manīṣā	tvad soma pra cit manīṣā
191	tvam rajiṣTham anu neṣi panthām	tvad rajiṣṭha anu nī pathin
191	tava praṇītī pitaraḥ naḥ indo	tvad praṇīti pitṛ mad indu
191	deveṣu ratnam abhajanta dhīrāḥ	deva ratna bhaj dhīra
191	tvam soma kratubhiḥ sukratuḥ bhūḥ	tvad soma kratu su kratu bhū
191	tvam dakṣaiḥ sudakṣaḥ viśvavedāḥ	tvad dakṣa su dakṣa viśva vedas
191	tvam vṛṣā vṛṣatvebhiḥ mahitvā	tvad vṛṣan vṛṣan tva mahitva
191	dyumnebhiḥ dyumnī abhavaḥ nṛcakṣāḥ	dyumna dyumnin bhū nṛ cakṣas
191	rājñaḥ nu te varuṇasya vratāni	rājan nu tvad varuṇa vrata
191	bṛhat gabhīram tava soma dhāma	bṛhat gabhīra tvad soma dhāman
191	śuciḥ tvam asi priyaḥ na mitraḥ	śuci tvad as priya na mitra
191	dakṣāyyaḥ aryamā iva asi soma	dakṣāyya aryaman iva as soma
191	yā te dhāmāni divi yā pṛthivyām	yad tvad dhāman div yad pṛthivī
191	yā parvateṣu oṣadhīṣu apsu	yad parvata oṣadhī ap
191	tebhiḥ naḥ viśvaiḥ sumanāḥ aheLan	tad mad viśva sumanas a hīḍ
191	rājan soma prati havyā gṛbhāya	rājan soma prati havya gṛbhāy
191	tvam soma asi satpatiḥ	tvad soma as sat pati
191	tvam rājā uta vṛtrahā	tvad rājan uta vṛtra han
191	tvam bhadraḥ asi kratuḥ	tvad bhadra as kratu
191	tvam ca soma naḥ vaśaḥ	tvad ca soma mad vaś
191	jīvātum na marāmahe	jīvātu na mṛ
191	priyastotraḥ vanaspatiḥ	priya stotra vanaspati
191	tvam soma mahe bhagam	tvad soma mah bhaga
191	tvam yūnaḥ ṛtāyate	tvad yuvan ṛtāy
191	dakṣam dadhāsi jīvase	dakṣa dhā jīv
191	tvam naḥ soma viśvataḥ	tvad mad soma viśvatas
191	rakṣā rājan aghāyataḥ	rakṣ rājan aghāy
191	na riṣyet tvāvataḥ sakhā	na riṣ tvāvat sakhi
191	soma yāḥ te mayobhuvaḥ	soma yad tvad mayobhu
191	ūtayaḥ santi dāśuṣe	ūti as dāś
191	tābhiḥ naḥ avitā bhava	tad mad av bhū
191	imam yajñam idam vacaḥ	idam yajña idam vacas
191	jujuṣāṇaḥ upāgahi	juṣ upāgam
191	soma tvam naḥ vṛdhe bhava	soma tvad mad vṛdh bhū
191	soma gīrbhiḥ tvā vayam	soma gir tvad mad
191	vardhayāmaḥ vacovidaḥ	vardhay vacas vid
191	sumṛLīkaḥ naḥ ā viśa	su mṛḍīka mad ā viś
191	gayasphānaḥ amīvahā	gayasphāna amīva han
191	vasuvit puṣTivardhanaḥ	vasu vid puṣṭi vardhana
191	sumitraḥ soma naḥ bhava	su mitra soma mad bhū
191	soma rārandhi naḥ hṛdi	soma ran mad hṛd
191	gāvaḥ na yavaseṣu ā	go na yavasa ā
191	maryaḥ iva sve okye	marya iva sva okya
191	yaḥ soma sakhye tava	yad soma sakhya tvad
191	rāraṇat deva martyaḥ	ran deva martya
191	tam dakṣaḥ sacate kaviḥ	tad dakṣa sac kavi
191	uruṣyā naḥ abhiśasteḥ	uruṣy mad abhiśasti
191	soma ni pāhi aṁhasaḥ	soma ni pā aṃhas
191	sakhā suśevaḥ edhi naḥ	sakhi su śeva as mad
191	ā pyāyasva sam etu te	ā pyā sam i tvad
191	viśvataḥ soma vṛṣṇyam	viśvatas soma vṛṣṇya
191	bhavā vājasya saṁgathe	bhū vāja saṃgatha
191	ā pyāyasva madintama	ā pyā madintama
191	soma viśvebhiḥ aṁśubhiḥ	soma viśva aṃśu
191	bhavā naḥ suśravastamaḥ sakhā vṛdhe	bhū mad suśravastama sakhi vṛdh
191	sam te payāṁsi sam u yantu vājāḥ	sam tvad payas sam u i vāja
191	sam vṛṣṇyāni abhimātiṣāhaḥ	sam vṛṣṇya abhimātiṣāh
191	āpyāyamānaḥ amṛtāya soma	āpyā amṛta soma
191	divi śravāṁsi uttamāni dhiṣva	div śravas uttama dhā
191	yā te dhāmāni haviṣā yajanti	yad tvad dhāman havis yaj
191	tā te viśvā paribhūḥ astu yajñam	tad tvad viśva paribhū as yajña
191	gayasphānaḥ prataraṇaḥ suvīraḥ	gaya sphāna prataraṇa su vīra
191	avīrahā pra carā soma duryān	avīra han pra car soma durya
191	somaḥ dhenum somaḥ arvantam āśum	soma dhenu soma arvant āśu
191	somaḥ vīram karmaṇyam dadāti	soma vīra karmaṇya dā
191	sādanyam vidathyam sabheyam	sādanya vidathya sabheya
191	pitṛśravaṇam yaḥ dadāśat asmai	pitṛ śravaṇa yad dāś idam
191	aṣāLham yutsu pṛtanāsu paprim	aṣāḍha yudh pṛtanā papri
191	svarṣām apsām vṛjanasya gopām	svarṣā ap sā vṛjana gopā
191	bhareṣujām sukṣitim suśravasam	bhareṣujā su kṣiti suśravas
191	jayantam tvām anu madema soma	ji tvad anu mad soma
191	tvam imāḥ oṣadhīḥ soma viśvāḥ	tvad idam oṣadhi soma viśva
191	tvam apaḥ ajanayaḥ tvam gāḥ	tvad ap janay tvad go
191	tvam ā tatantha uru antarikṣam	tvad ā tan uru antarikṣa
191	tvam jyotiṣā vi tamaḥ vavartha	tvad jyotis vi tamas vṛ
191	devena naḥ manasā deva soma	deva mad manas deva soma
191	rāyaḥ bhāgam sahasāvan abhi yudhya	rai bhāga sahasāvat abhi yudh
191	mā tvā ā tanat īśiṣe vīryasya	mā tvad tan īś vīrya
191	ubhayebhyaḥ pra cikitsā gaviṣTau	ubhaya pra cikits gaviṣṭi
 ---
192	etāḥ u tyāḥ uṣasaḥ ketum akrata	etad u tya uṣas ketu kṛ
192	pūrve ardhe rajasaḥ bhānum añjate	pūrva ardha rajas bhānu añj
192	niṣkṛṇvānāḥ āyudhāni iva dhṛṣṇavaḥ	niṣkṛ āyudha iva dhṛṣṇu
192	prati gāvaḥ aruṣīḥ yanti mātaraḥ	prati go aruṣa i mātṛ
192	ut apaptan aruṇāḥ bhānavaḥ vṛthā	ud pat aruṇa bhānu vṛthā
192	svāyujaḥ aruṣīḥ gāḥ ayukṣata	su āyuj aruṣa go yuj
192	akran uṣāsaḥ vayunāni pūrvathā	kṛ uṣa vayuna pūrvathā
192	ruśantam bhānum aruṣīḥ aśiśrayuḥ	ruśat bhānu aruṣa śri
192	arcanti nārīḥ apasaḥ na viṣTibhiḥ	arc nārī apas na viṣṭi
192	samānena yojanena ā parāvataḥ	samāna yojana ā parāvat
192	iṣam vahantīḥ sukṛte sudānave	iṣ vah su kṛt sudānu
192	viśvā it aha yajamānāya sunvate	viśva id ahar yaj su
192	adhi peśāṁsi vapate nṛtūḥ iva	adhi peśas vap nṛtū iva
192	apa ūrṇute vakṣaḥ usrā iva barjaham	apavṛ vakṣas usrā iva barjaha
192	jyotiḥ viśvasmai bhuvanāya kṛṇvatī	jyotis viśva bhuvana kṛ
192	gāvaḥ na vrajam vi uṣāḥ āvar tamaḥ	go na vraja vi uṣas vṛ tamas
192	prati arciḥ ruśat asyāḥ adarśi	prati arcis ruśat idam dṛś
192	vi tiṣThate bādhate kṛṣṇam abhvam	vi sthā bādh kṛṣṇa abhva
192	svarum na peśaḥ vidatheṣu añjan	svaru na peśa vidatha añj
192	citram divaḥ duhitā bhānum aśret	citra div duhitṛ bhānu śri
192	atāriṣma tamasaḥ pāram asya	tṛ tamas pāra idam
192	uṣāḥ ucchantī vayunā kṛṇoti	uṣā vas vayuna kṛ
192	śriye chandaḥ na smayate vibhātī	śrī chanda na smi vibhā
192	supratīkā saumanasāya ajīgar	su pratīka saumanasa jāgṛ
192	bhāsvatī netrī sūnṛtānām	bhāsvat netṛ sūnṛtā
192	divaḥ stave duhitā gotamebhiḥ	div stu duhitṛ gotama
192	prajāvataḥ nṛvataḥ aśvabudhyān	prajāvat nṛvat aśva budhya
192	uṣaḥ goagrān upa māsi vājān	uṣas go agra upa mā vāja
192	uṣaḥ tam aśyām yaśasam suvīram	uṣas tad aś yaśas su vīra
192	dāsapravargam rayim aśvabudhyam	dāsa pravarga rayi aśva budhya
192	sudaṁsasā śravasā yā vibhāsi	su daṃsas śravas yad vibhā
192	vājaprasūtā subhage bṛhantam	vāja prasū subhaga bṛhat
192	viśvāni devī bhuvanā abhicakṣyā	viśva devī bhuvana abhicakṣ
192	pratīcī cakṣuḥ urviyā vi bhāti	pratyañc cakṣus urviyā vi bhā
192	viśvam jīvam carase bodhayantī	viśva jīva car bodhay
192	viśvasya vācam avidat manāyoḥ	viśva vāc vid manāyu
192	punaḥpunar jāyamānā purāṇī	punar punar jan purāṇa
192	samānam varṇam abhi śumbhamānā	samāna varṇa abhi śubh
192	śvaghnī iva kṛtnuḥ vijaḥ āminānā	śvaghnin iva kṛtnu vij āmī
192	martasya devī jarayantī āyuḥ	marta devī jaray āyus
192	vyūrṇvatī divaḥ antān abodhi	vivṛ div anta budh
192	apa svasāram sanutar yuyoti	apa svasṛ sanutar yu
192	praminatī manuṣyā yugāni	pramī manuṣya yuga
192	yoṣā jārasya cakṣasā vi bhāti	yoṣā jāra cakṣas vi bhā
192	paśūn na citrā subhagā prathānā	paśu na citra subhaga prath
192	sindhuḥ na kṣodaḥ urviyā vi aśvait	sindhu na kṣodas urviyā vi śvit
192	aminatī daivyāni vratāni	a mī daivya vrata
192	sūryasya ceti raśmibhiḥ dṛśānā	sūrya cit raśmi dṛś
192	uṣaḥ tat citram ā bhara	uṣa tad citra ā bhṛ
192	asmabhyam vājinīvati	mad vājinīvat
192	yena tokam ca tanayam ca dhāmahe	yad toka ca tanaya ca dhā
192	uṣaḥ adya iha gomati	uṣas adya iha gomat
192	aśvāvati vibhāvari	aśvāvat vibhāvan
192	revat asme vi uccha sūnṛtāvati	revat mad vi vas sūnṛtāvat
192	yukṣvā hi vājinīvati	yuj hi vājinīvat
192	aśvān adya aruṇān uṣaḥ	aśva adya aruṇa uṣa
192	athā naḥ viśvā saubhagāni ā vaha	atha mad viśva saubhaga ā vah
192	aśvinā vartiḥ asmat ā	aśvin vartis mad ā
192	gomat dasrā hiraṇyavat	gomat dasra hiraṇyavat
192	arvāk ratham samanasā ni yacchatam	arvāk ratha samanas ni yam
192	yau itthā ślokam ā divaḥ	yad itthā śloka ā div
192	jyotiḥ janāya cakrathuḥ	jyotis jana kṛ
192	ā naḥ ūrjam vahatam aśvinā yuvam	ā mad ūrj vah aśvin tvad
192	ā iha devā mayobhuvā	ā iha deva mayobhu
192	dasrā hiraṇyavartanī	dasra hiraṇya vartani
192	uṣarbudhaḥ vahantu somapītaye	uṣarbudh vah soma pīti
 ---
193	agnīṣomau imam su me	agnīṣoma idam su mad
193	śṛṇutam vṛṣaṇā havam	śru vṛṣan hava
193	prati sūktāni haryatam	prati sūkta hary
193	bhavatam dāśuṣe mayaḥ	bhū dāś mayas
193	agnīṣomā yaḥ adya vām	agnīṣoma yad adya tvad
193	idam vacaḥ saparyati	idam vacas sapary
193	tasmai dhattam suvīryam	tad dhā su vīrya
193	gavām poṣam svaśvyam	go poṣa su aśvya
193	agnīṣomā yaḥ āhutim	agnīṣoma yad āhuti
193	yaḥ vām dāśāt haviṣkṛtim	yad tvad dāś haviṣkṛti
193	sa prajayā suvīryam	tad prajā su vīrya
193	viśvam āyuḥ vi aśnavat	viśva āyus vi aś
193	agnīṣomā ceti tat vīryam vām	agnīṣoma cit tad vīrya tvad
193	yat amuṣṇītam avasam paṇim gāḥ	yat muṣ avasa paṇi go
193	ava atiratam bṛsayasya śeṣaḥ	avatṛ bṛsaya śeṣas
193	avindatam jyotiḥ ekam bahubhyaḥ	vid jyotis eka bahu
193	yuvam etāni divi rocanāni	tvad etad div rocana
193	agniḥ ca soma sakratū adhattam	agni ca soma sakratu dhā
193	yuvam sindhūn abhiśasteḥ avadyāt	tvad sindhu abhiśasti avadya
193	agnīṣomau amuñcatam gṛbhītān	agnīṣoma muc grah
193	ā anyam divaḥ mātariśvā jabhāra	ā anya div mātariśvan bhṛ
193	amathnāt anyam pari śyenaḥ adreḥ	math anya pari śyena adri
193	agnīṣomā brahmaṇā vāvṛdhānā	agnīṣoma brahman vṛdh
193	urum yajñāya cakrathuḥ ulokam	uru yajña kṛ u loka
193	agnīṣomā haviṣaḥ prasthitasya	agnīṣoma havis prasthā
193	vītam haryatam vṛṣaṇā juṣethām	vī hary vṛṣan juṣ
193	suśarmāṇā svavasā hi bhūtam	su śarman su avas hi bhū
193	athā dhattam yajamānāya śam yoḥ	atha ā dhā yaj śam yos
193	yaḥ agnīṣomā haviṣā saparyāt	yad agnīṣoma havis sapary
193	devadrīcā manasā yaḥ ghṛtena	devadryañc manas yad ghṛta
193	tasya vratam rakṣatam pātam aṁhasaḥ	tad vrata rakṣ pā aṃhas
193	viśe janāya mahi śarma yacchatam	viś jana mahi śarman yam
193	agnīṣomā savedasā	agnīṣoma sa vedas
193	sahūtī vanatam giraḥ	sa hūti van gir
193	sam devatrā babhūvathuḥ	sam devatrā bhū
193	agnīṣomau anena vām	agnīṣoma idam tvad
193	yaḥ vām ghṛtena dāśati	yad tvad ghṛta dāś
193	tasmai dīdayatam bṛhat	tad dīdī bṛhat
193	agnīṣomau imāni naḥ	agnīṣoma idam mad
193	yuvam havyā jujoṣatam	tvad havya juṣ
193	ā yātam upa naḥ sacā	ā yā upa mad sacā
193	agnīṣomā pipṛtam arvataḥ naḥ	agnīṣoma pṛ arvant mad
193	ā pyāyantām usriyāḥ havyasūdaḥ	ā pyā usriyā havyasūd
193	asme balāni maghavatsu dhattam	mad bala maghavan dhā
193	kṛṇutam naḥ adhvaram śruṣTimantam	kṛ mad adhvara śruṣṭimat
 ---
194	imam stomam arhate jātavedase	idam stoma arh jātavedas
194	ratham iva sam mahemā manīṣayā	ratha iva sam mah manīṣā
194	bhadrā hi naḥ pramatiḥ asya saṁsadi	bhadra hi mad pramati idam saṃsad
194	agne sakhye mā riṣāmā vayam tava	agni sakhya mā riṣ mad tvad
194	yasmai tvam āyajase sa sādhati	yad tvad āyaj tad sādh
